id,grup,kurs_kodu,baseline_anket_tarihi,cinsiyet,dogum_yili,baseline_calisma_durumu_son_4hafta,baseline_calisma_durumu_20_saat,baseline_sgk_kaydi,baseline_calisma_saat_ort,baseline_calisma_aylik_gelir_ort,takip_tamamlama,takip_anket_tarihi,takip_calisma_durumu_son_4hafta,takip_calisma_durumu_20_saat,takip_sgk_kaydi,takip_calisma_saat_ort,takip_calisma_aylik_gelir_ort,kurs_yeni_yetenekler_ogretti,kurs_mevcut_yeteneklerimi_sertifikaladi,kurs_is_bulma_stratejileri_ogretti,kursu_kim_verdi,sgk_ocak_2012,sgk_agu_2013,sgk_agu_2013_gelir,kurs_tamamlama_durumu,kursa_katilim_gun_sayisi,CP_c12,CP_c13
64372007,2,64372,2010-12-16,Male,1986,Yes,Yes,Yes,10.0,1000.0,1.0,24/02/2012,No,,Yes,40.0,650.0,,,,,0.0,0.0,0.0,,,,
65043042,1,65043,2010-11-29,Male,1986,No,,,,,1.0,24/02/2012,Yes,Yes,Yes,51.0,950.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1732.51,Yes,36.0,,
65988033,1,65988,2010-10-20,Female,1992,No,,,,,1.0,16/02/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,53.0,,
67799001,2,67799,2010-12-20,Male,1981,No,,Yes,40.0,1050.0,1.0,20/02/2012,No,,Yes,54.0,1100.0,,,,,1.0,1.0,1731.63,,,,
65211021,1,65211,2010-10-18,Female,1990,No,,,,,1.0,06/02/2012,No,,No,66.0,700.0,course did not do this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,25.0,,
64354024,1,64354,2010-09-28,male  ,1987,No,,Yes,56.0,600.0,1.0,09/02/2012,99.0,Yes,Yes,40.0,900.0,,,,,1.0,1.0,1021.5,No,16.0,,
66542013,2,66542,2010-11-02,Male,1989,No,,,,,1.0,17/01/2012,No,,,,,,,,,1.0,0.0,0.0,,,,
64248033,1,64248,2010-10-21,Female,1978,No,,Yes,66.0,600.0,1.0,20/02/2012,Yes,No,,,,course did not do this,course did not do this,course did not do this,ISKUR,1.0,1.0,2379.49,Yes,32.0,,
64273021,1,64273,2010-10-15,Female,1989,No,,,,,1.0,14/02/2012,Yes,Yes,No,35.0,550.0,course did this,99.0,course did not do this,ISKUR,0.0,0.0,0.0,Yes,33.0,,
68158010,2,68158,2010-12-17,Female,1987,No,,Yes,42.0,750.0,1.0,27/02/2012,No,,Yes,63.0,700.0,course did this,course did this,course did not do this,ISKUR,1.0,1.0,1021.5,,,,
67786015,2,67786,2010-12-29,Female,1974,No,,Yes,60.0,680.0,1.0,04/02/2012,No,,Yes,50.0,700.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,,,,
64186001,2,64186,2010-12-23,Male,1989,No,,No,45.0,,1.0,04/01/2012,No,,Yes,45.0,80.0,course did this,course did this,course did not do this,"Government (MoNE, Universities)",0.0,0.0,0.0,,,,
65749027,1,65749,2010-09-24,Female,1988,No,,Yes,72.0,700.0,1.0,25/02/2012,Yes,Yes,Yes,77.0,660.0,,,,,0.0,1.0,1021.5,No,31.0,,
66303028,1,66303,2010-10-22,Female,1987,No,,Yes,21.0,300.0,1.0,17/01/2012,No,,Yes,48.0,660.0,course did this,course did not do this,course did this,ISKUR,1.0,0.0,0.0,Yes,29.0,,
64281014,2,64281,2010-11-01,Female,1990,No,,No,50.0,600.0,1.0,25/01/2012,No,,Yes,60.0,800.0,,,,,0.0,0.0,0.0,,,,
65988034,1,65988,2010-10-20,Female,1986,Yes,No,No,54.0,250.0,1.0,02/02/2012,No,,No,112.0,950.0,course did this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,52.0,,
67573001,2,67573,2010-12-13,Male,1981,No,,Yes,65.0,950.0,1.0,25/01/2012,Yes,Yes,Yes,54.0,900.0,,,,,1.0,1.0,1508.63,,,,
65436005,2,65436,2010-10-15,Female,1977,No,,,,,1.0,15/02/2012,No,,Yes,84.0,650.0,,,,,0.0,0.0,0.0,,,,
67032040,2,67032,2010-12-27,Female,1989,No,,No,84.0,400.0,1.0,02/03/2012,No,,No,20.0,240.0,,,,,0.0,0.0,0.0,,,,
64343008,2,64343,2010-10-06,Male,1995,No,,No,72.0,600.0,1.0,07/02/2012,No,,No,50.0,1200.0,,,,,0.0,0.0,0.0,,,,
67407020,2,67407,2010-12-04,Female,1977,No,,Yes,45.0,2000.0,1.0,18/02/2012,No,,Yes,54.0,2000.0,,,,,0.0,0.0,0.0,,,,
64431019,2,64431,2010-10-14,Male,1987,No,,,,,1.0,14/02/2012,Yes,Yes,Yes,54.0,1750.0,,,,,1.0,1.0,1975.42,,,,
67799011,2,67799,2010-12-21,Male,1985,Yes,No,No,48.0,1150.0,1.0,07/01/2012,No,,Yes,45.0,900.0,,,,,1.0,1.0,2674.27,,,,
67034064,1,67034,2010-10-29,Female,1992,No,,No,70.0,500.0,1.0,12/01/2012,Yes,Yes,No,56.0,650.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1110.03,Yes,56.0,,
67843017,2,67843,2010-12-27,Male,1988,Yes,No,No,10.0,1200.0,1.0,16/02/2012,Yes,Yes,No,10.0,800.0,,,,,1.0,0.0,0.0,,,,
64282021,1,64282,2010-10-12,Female,1989,No,,,,,1.0,15/02/2012,Yes,Yes,Yes,45.0,750.0,,,,,1.0,1.0,1021.5,No,1.0,,
64357037,2,64357,2010-11-03,Female,1989,Yes,No,,,,1.0,20/02/2012,No,,Yes,52.0,760.0,course did not do this,course did this,course did not do this,ISKUR,1.0,0.0,0.0,,,,
65473009,2,65473,2010-11-27,Male,1989,No,,No,90.0,1000.0,1.0,24/01/2012,No,,No,50.0,600.0,,,,,0.0,0.0,0.0,,,,
65493025,2,65493,2010-10-01,Male,1990,No,,Yes,48.0,600.0,1.0,25/02/2012,No,,,,,,,,,1.0,1.0,2432.05,,,,
65240100,1,65240,2010-10-05,Female,1984,No,,No,21.0,0.0,1.0,17/02/2012,Yes,Yes,Yes,40.0,1800.0,course did this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,25.0,,
66891024,2,66891,2010-11-03,Female,1971,No,,,,,1.0,15/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
65496028,1,65496,2010-10-21,Male,1988,No,,,,,1.0,22/01/2012,No,,Yes,40.0,600.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,60.0,,
67289069,1,67289,2010-12-24,Female,1979,No,,Yes,60.0,750.0,1.0,04/02/2012,Yes,Yes,No,66.0,900.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,60.0,,
67032057,1,67032,2010-11-11,Male,1988,No,,No,45.0,800.0,1.0,19/01/2012,Yes,Yes,Yes,48.0,900.0,course did not do this,course did this,course did not do this,ISKUR,1.0,1.0,1021.5,Yes,49.0,,
66837006,2,66837,2010-12-03,Female,1974,No,,Yes,70.0,650.0,1.0,08/02/2012,No,,Yes,36.0,500.0,,,,,0.0,0.0,0.0,,,,
64260008,2,64260,2010-11-09,Female,1972,No,,No,48.0,70.0,1.0,30/01/2012,Yes,No,No,28.0,300.0,,,,,0.0,1.0,1021.5,,,,
64186038,1,64186,2010-12-22,Female,1966,No,,No,50.0,2000.0,1.0,18/02/2012,No,,,,,,,,,0.0,0.0,0.0,No,27.0,,
68301037,1,68301,2010-12-09,Male,1980,No,,,,,1.0,01/02/2012,No,,No,72.0,500.0,course did this,course did this,course did this,ISKUR,0.0,1.0,1021.5,Yes,53.0,,
64329017,2,64329,2010-09-28,Female,1982,Yes,No,Yes,56.0,600.0,1.0,14/02/2012,No,,No,50.0,1000.0,,,,,0.0,0.0,0.0,,,,
68444026,1,68444,2010-12-20,Male,1980,No,,Yes,60.0,850.0,1.0,09/02/2012,Yes,Yes,Yes,50.0,1200.0,course did not do this,course did this,course did not do this,ISKUR,1.0,1.0,1537.0,Yes,33.0,,
66891013,2,66891,2010-11-03,Female,1958,No,,,,,1.0,22/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
64209037,1,64209,2010-10-21,Male,1987,Yes,Yes,Yes,48.0,5000.0,1.0,21/01/2012,Yes,Yes,,,,course did this,course did this,course did not do this,ISKUR,1.0,1.0,1021.5,Yes,95.0,,
65434035,1,65434,2010-09-27,Male,1988,No,,No,74.0,700.0,1.0,13/01/2012,No,,No,72.0,700.0,course did not do this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,100.0,,
68233004,2,68233,2010-11-30,FEMALE,1987,No,,Yes,105.0,800.0,1.0,27/02/2012,No,,Yes,45.0,650.0,course did this,course did this,course did not do this,ISKUR,1.0,0.0,0.0,,,,
68302028,2,68302,2010-12-28,Female,1975,No,,,,,1.0,13/02/2012,Yes,Yes,No,40.0,600.0,,,,,0.0,0.0,0.0,,,,
67407042,1,67407,2010-12-14,Female,1989,No,,Yes,45.0,690.0,1.0,23/01/2012,No,,Yes,45.0,650.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,88.0,,
66809008,2,66809,2010-11-04,Female,1982,No,,,,,1.0,19/01/2012,No,,Yes,48.0,650.0,,,,,0.0,0.0,0.0,,,,
65358181,1,65358,2011-01-12,Female,1977,No,,Yes,30.0,800.0,1.0,23/02/2012,No,,Yes,40.0,800.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,61.0,,
68158052,1,68158,2010-12-17,Female,1975,No,,,,,1.0,03/02/2012,No,,No,60.0,500.0,course did not do this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,49.0,,
60409042,1,60409,2010-09-30,Female,1985,No,,,,,1.0,16/01/2012,No,,Yes,40.0,750.0,course did this,course did not do this,course did this,ISKUR,0.0,1.0,1398.77,Yes,58.0,,
65882029,1,65882,2010-11-03,Female,1971,No,,Yes,48.0,600.0,1.0,17/02/2012,No,,,,,course did not do this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,23.0,,
59026032,1,59026,2010-11-03,Male,1983,No,,No,40.0,1000.0,1.0,09/02/2012,Yes,Yes,Yes,48.0,800.0,,,,,1.0,0.0,0.0,No,,,
64344024,1,64344,2010-09-29,Male,1970,Yes,No,No,84.0,56.0,1.0,20/02/2012,Yes,Yes,Yes,48.0,1050.0,,,,,1.0,1.0,170.25,No,,,
67845034,1,67845,2010-12-07,Male,1989,No,,Yes,84.0,600.0,1.0,11/01/2012,No,,,,,,,,,1.0,0.0,0.0,Yes,57.0,,
65358151,1,65358,2010-09-28,Female,1991,No,,,,,1.0,26/01/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,61.0,,
66837006,2,66837,2010-12-03,Female,1974,No,,Yes,70.0,650.0,1.0,08/02/2012,No,,Yes,36.0,500.0,,,,,0.0,0.0,0.0,,,,
65984029,2,65984,2010-10-12,Male,1980,Yes,No,,,,1.0,08/02/2012,No,,No,70.0,600.0,course did this,course did this,course did not do this,ISKUR,1.0,0.0,0.0,,,,
64262033,1,64262,2010-12-03,Female,1992,No,,,,,1.0,07/02/2012,Yes,Yes,No,60.0,315.0,course did not do this,course did this,course did not do this,ISKUR,1.0,1.0,1995.51,No,,,
68097018,2,68097,2010-12-02,Female,1973,No,,Yes,54.0,750.0,1.0,14/01/2012,No,,Yes,102.0,750.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1645.8,,,,
68096018,2,68096,2010-12-10,Female,1980,No,,Yes,72.0,1000.0,1.0,29/02/2012,No,,Yes,34.0,700.0,,,,,0.0,0.0,0.0,,,,
66837006,2,66837,2010-12-03,Female,1974,No,,Yes,70.0,650.0,1.0,08/02/2012,No,,Yes,36.0,500.0,,,,,0.0,0.0,0.0,,,,
67032080,1,67032,2010-11-11,Female,1989,Yes,No,No,84.0,400.0,1.0,01/03/2012,No,,Yes,30.0,800.0,course did this,course did this,course did not do this,ISKUR,1.0,1.0,953.4,Yes,50.0,,
68405014,2,68405,2010-12-11,Female,1979,No,,Yes,60.0,760.0,1.0,21/02/2012,Yes,Yes,Yes,60.0,700.0,course did not do this,course did this,course did not do this,ISKUR,1.0,1.0,1021.5,,,,
65988006,2,65988,2010-10-20,Female,1987,No,,No,44.0,300.0,1.0,21/01/2012,Yes,Yes,Yes,54.0,660.0,,,,,1.0,0.0,0.0,,,,
66891037,1,66891,2010-11-03,Male,1986,Yes,No,,,,1.0,08/02/2012,No,,Yes,48.0,99999.0,,,,,1.0,1.0,2065.03,Yes,93.0,,
67032025,2,67032,2010-11-11,Female,1986,No,,,,,1.0,06/02/2012,No,,,,,course did this,course did this,course did this,"Government (MoNE, Universities)",0.0,0.0,0.0,,,,
68158015,2,68158,2010-12-10,Female,1991,No,,,,,1.0,01/03/2012,Yes,Yes,,,,,,,,0.0,0.0,0.0,,,,
67289041,1,67289,2010-12-24,Male,1987,No,,,,,1.0,20/01/2012,No,,Yes,40.0,700.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,60.0,,
67842020,2,67842,2010-12-22,Male,1985,Yes,No,No,54.0,12.0,1.0,17/01/2012,Yes,Yes,Yes,44.0,1200.0,,,,,1.0,1.0,115.0,,,,
64354009,2,64354,2010-09-30,Male,1989,No,,No,70.0,400.0,1.0,14/02/2012,No,,No,66.0,750.0,course did this,course did not do this,course did this,"Government (MoNE, Universities)",0.0,0.0,0.0,,,,
65984113,1,65984,2010-10-12,Female,1968,No,,,,,1.0,13/01/2012,No,,,,,,,,,0.0,0.0,0.0,No,,,
67573040,1,67573,2010-12-08,Male,1975,No,,No,50.0,1000.0,1.0,11/02/2012,Yes,Yes,Yes,65.0,900.0,,,,,0.0,0.0,0.0,No,,,
65986009,2,65986,2010-10-15,Female,1983,No,,,,,1.0,01/02/2012,No,,,,,course did not do this,course did this,course did this,"Government (MoNE, Universities)",0.0,0.0,0.0,,,,
64297029,1,64297,2010-11-04,Female,1991,No,,No,60.0,300.0,1.0,21/01/2012,Yes,Yes,No,45.0,750.0,course did this,course did this,course did this,ISKUR,0.0,1.0,1021.5,Yes,44.0,,
67289046,1,67289,2010-12-24,Female,1979,No,,Yes,40.0,350.0,1.0,20/01/2012,No,,Yes,27.0,900.0,,,,,1.0,0.0,0.0,Yes,60.0,,
64337001,2,64337,2010-09-30,Female,1982,No,,,,,1.0,06/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
65984014,2,65984,2010-09-13,Female,1988,No,,No,9.0,350.0,1.0,19/01/2012,Yes,Yes,Yes,48.0,700.0,,,,,1.0,0.0,0.0,,,,
67288025,1,67288,2010-12-24,Male,1982,No,,Yes,40.0,780.0,1.0,02/03/2012,Yes,Yes,Yes,48.0,750.0,course did this,course did this,course did this,ISKUR,0.0,1.0,1159.61,Yes,24.0,,
64330040,1,64330,2010-11-23,Male,1988,No,,Yes,50.0,650.0,1.0,08/02/2012,Yes,No,No,12.0,576.0,course did not do this,course did this,course did not do this,ISKUR,1.0,0.0,0.0,Yes,28.0,,
65987023,1,65987,2010-10-20,Male,1988,Yes,No,No,84.0,600.0,1.0,21/02/2012,No,,No,77.0,800.0,course did this,course did this,course did not do this,ISKUR,0.0,1.0,1021.5,Yes,53.0,,
65240027,2,65240,2010-10-12,Female,1978,No,,,,,1.0,03/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
65686031,1,65686,2010-09-30,Female,1990,No,,No,72.0,400.0,1.0,08/02/2012,Yes,No,Yes,50.0,600.0,course did not do this,course did this,course did this,ISKUR,1.0,0.0,0.0,Yes,75.0,,
68405002,2,68405,2010-12-30,Female,1974,No,,,,,1.0,09/02/2012,No,,No,55.0,500.0,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,,,,
68357038,1,68357,2010-12-08,Male,1989,No,,,,,1.0,22/02/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,53.0,,
64068011,2,64068,2010-10-19,Female,1986,No,,,,,1.0,26/01/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,,,,
64273008,2,64273,2010-10-15,Male,1986,No,,,,,1.0,13/02/2012,No,,,,,,,,,0.0,1.0,500.0,,,,
66451045,1,66451,2010-10-13,Female,1968,No,,Yes,48.0,11.0,1.0,21/02/2012,No,,Yes,45.0,99999.0,,,,,0.0,0.0,0.0,No,,,
66837031,1,66837,2010-11-03,Female,1983,No,,No,70.0,255.0,1.0,06/02/2012,No,,,,,course did this,course did this,course did this,ISKUR,1.0,0.0,0.0,Yes,80.0,,
64343018,2,64343,2010-10-06,Female,1974,No,,,,,1.0,25/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
68232013,2,68232,2010-12-02,Male,1974,No,,Yes,40.0,620.0,1.0,23/02/2012,No,,Yes,46.0,660.0,,,,,1.0,1.0,1043.11,,,,
68301033,1,68301,2010-12-08,Male,1987,No,,,,,1.0,13/02/2012,Yes,No,Yes,60.0,1000.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1021.5,Yes,53.0,,
68357018,2,68357,2010-12-08,Male,1985,No,,,,,1.0,23/01/2012,No,,No,80.0,400.0,,,,,0.0,1.0,1025.0,,,,
65240034,2,65240,2010-10-05,Female,1992,No,,,,,1.0,20/01/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
65687003,2,65687,2010-11-01,Female,1991,No,,,,,1.0,28/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
60983024,1,60983,2010-12-15,Male,1975,No,,No,60.0,1200.0,1.0,02/01/2012,Yes,No,Yes,45.0,850.0,course did not do this,course did this,course did not do this,ISKUR,1.0,0.0,0.0,Yes,59.0,,
67842043,1,67842,2011-01-28,Female,1977,No,,Yes,65.0,750.0,1.0,12/02/2012,Yes,Yes,Yes,45.0,650.0,course did not do this,course did this,course did not do this,ISKUR,0.0,1.0,1384.79,Yes,54.0,,
64337030,1,64337,2010-10-01,Female,1965,No,,,,,1.0,07/02/2012,Yes,Yes,No,72.0,500.0,,,,,0.0,0.0,0.0,No,,,
68097007,2,68097,2010-12-02,Female,1985,No,,,,,1.0,20/02/2012,No,,Yes,50.0,680.0,,,,,1.0,0.0,0.0,,,,
65984031,2,65984,2010-10-12,Male,1984,Yes,No,No,48.0,600.0,1.0,03/02/2012,Yes,Yes,Yes,48.0,701.0,,,,,1.0,1.0,1021.5,,,,
64295046,1,64295,2010-10-28,Female,1990,No,,No,84.0,300.0,1.0,11/01/2012,No,,Yes,72.0,750.0,course did this,course did this,course did not do this,ISKUR,1.0,1.0,1023.91,Yes,60.0,,
65358132,1,65358,2010-12-24,Female,1989,No,,,,,1.0,03/02/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,61.0,,
66922040,2,66922,2010-10-27,Female,1971,No,,Yes,48.0,,1.0,12/01/2012,No,,Yes,48.0,250.0,,,,,0.0,0.0,0.0,,,,
67032044,1,67032,2010-12-25,Female,1990,No,,,,,1.0,22/02/2012,Yes,Yes,No,35.0,800.0,course did this,course did this,course did this,ISKUR,0.0,1.0,1021.5,Yes,50.0,,
65473002,2,65473,2010-10-16,Male,1980,No,,Yes,60.0,1000.0,1.0,13/02/2012,No,,Yes,50.0,950.0,,,,,1.0,1.0,1025.0,,,,
65986032,1,65986,2010-10-15,Female,1987,No,,,,,1.0,09/02/2012,Yes,Yes,Yes,54.0,500.0,course did this,course did this,course did this,ISKUR,1.0,0.0,0.0,Yes,53.0,,
65986033,1,65986,2010-10-20,Female,1986,No,,No,40.0,400.0,1.0,16/02/2012,No,,No,48.0,300.0,course did this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,53.0,,
67573027,1,67573,2010-12-08,Male,1984,No,,,,,1.0,25/01/2012,No,,,,,,,,,1.0,1.0,1245.03,No,8.0,,
64282009,2,64282,2010-10-11,Female,1981,Yes,No,Yes,56.0,600.0,1.0,22/02/2012,No,,,,,,,,,0.0,1.0,1021.5,,,,
65988009,2,65988,2010-10-20,Female,1987,No,,Yes,63.0,550.0,1.0,14/02/2012,Yes,Yes,Yes,40.0,1000.0,,,,,1.0,1.0,1601.85,,,,
59026026,1,59026,2010-10-26,Male,1989,No,,,,,1.0,14/02/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,72.0,,
65294018,2,65294,2010-10-18,FEMALE,1986,No,,,,,1.0,07/02/2012,No,,No,96.0,680.0,,,,,1.0,0.0,0.0,,,,
60409049,1,60409,2011-01-29,Female,1980,No,,Yes,6.0,500.0,1.0,04/02/2012,Yes,Yes,Yes,45.0,1000.0,,,,,0.0,1.0,1025.0,No,,,
66837003,2,66837,2010-11-03,Female,1983,No,,,,,1.0,08/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
65042002,2,65042,2010-12-05,Male,1989,No,,,,,1.0,21/01/2012,No,,,,,,,,,1.0,1.0,1090.13,,,,
64338025,1,64338,2010-10-04,Male,1985,Yes,No,,,,1.0,16/02/2012,Yes,Yes,Yes,50.0,750.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1197.9,Yes,35.0,,
68402019,2,68402,2010-12-30,Female,1980,No,,,,,1.0,13/02/2012,No,,,,,,,,,1.0,1.0,289.35,,,,
68304028,2,68304,2010-12-09,Female,1986,No,,,,,1.0,19/01/2012,No,,,,,,,,,0.0,1.0,1220.79,,,,
64067031,1,64067,2010-10-15,Male,1991,No,,No,96.0,600.0,1.0,08/02/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,32.0,,
65984103,1,65984,2010-10-13,Female,1975,No,,No,30.0,400.0,1.0,22/01/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,93.0,,
65358085,2,65358,2010-11-06,Female,1984,Yes,Yes,Yes,40.0,750.0,1.0,01/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
66837006,2,66837,2010-12-03,Female,1974,No,,Yes,70.0,650.0,1.0,08/02/2012,No,,Yes,36.0,500.0,,,,,0.0,0.0,0.0,,,,
68158061,1,68158,2010-12-26,Female,1976,No,,Yes,48.0,20.0,1.0,25/02/2012,No,,Yes,999.0,20.0,course did this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,No,,,
64282006,2,64282,2010-10-11,Female,1983,No,,Yes,50.0,650.0,1.0,19/02/2012,Yes,Yes,Yes,50.0,730.0,course did this,course did this,course did this,ISKUR,1.0,1.0,1121.96,,,,
64283023,1,64283,2010-11-25,Female,1985,Yes,Yes,No,48.0,500.0,1.0,19/02/2012,No,,No,50.0,600.0,course did this,course did this,course did this,ISKUR,0.0,1.0,1810.43,Yes,33.0,,
67786035,1,67786,2010-12-14,Female,1987,No,,No,60.0,500.0,1.0,17/02/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,35.0,,
64209025,2,64209,2010-10-21,Male,1976,No,,Yes,48.0,800.0,1.0,21/01/2012,Yes,Yes,Yes,45.0,101.0,,,,,1.0,1.0,1940.72,,,,
67786014,2,67786,2011-01-30,Male,1987,Yes,No,No,60.0,1500.0,1.0,09/01/2012,No,,,,,,,,,0.0,1.0,1840.42,,,,
64281030,1,64281,2010-11-01,Female,1990,No,,No,48.0,1200.0,1.0,15/02/2012,No,,Yes,48.0,400.0,,,,,0.0,0.0,0.0,No,,,
65984054,2,65984,2010-10-12,Female,1975,No,,,,,1.0,15/01/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
68402023,2,68402,2010-12-30,Female,1976,No,,Yes,40.0,450.0,1.0,21/01/2012,No,,Yes,55.0,700.0,,,,,0.0,0.0,0.0,,,,
60929003,2,60929,2010-10-04,Male,1983,No,,No,40.0,400.0,1.0,27/01/2012,No,,Yes,40.0,800.0,course did this,course did this,course did this,ISKUR,1.0,0.0,0.0,,,,
65984042,2,65984,2010-10-12,Female,1969,No,,,,,1.0,07/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
65042008,2,65042,2010-12-05,Male,1986,No,,,,,1.0,16/02/2012,Yes,Yes,No,49.0,600.0,,,,,1.0,0.0,0.0,,,,
65480014,2,65480,2010-10-11,Male,1975,No,,Yes,54.0,700.0,1.0,22/01/2012,Yes,Yes,Yes,56.0,500.0,course did this,course did this,course did this,"Government (MoNE, Universities)",1.0,1.0,90.0,,,,
66451002,2,66451,2010-10-06,Female,1985,No,,No,84.0,300.0,1.0,22/02/2012,Yes,Yes,Yes,50.0,750.0,,,,,0.0,1.0,1021.5,,,,
64296041,1,64296,2010-10-25,Male,1985,No,,Yes,48.0,650.0,1.0,31/01/2012,Yes,No,Yes,48.0,1500.0,,,,,0.0,0.0,0.0,No,34.0,,
64283019,2,64283,2010-10-11,Female,1989,No,,No,48.0,700.0,1.0,14/02/2012,Yes,Yes,No,60.0,700.0,course did this,course did this,course did not do this,"Government (MoNE, Universities)",0.0,1.0,1321.14,,,,
65749033,1,65749,2010-09-24,male  ,1987,No,,,,,1.0,21/02/2012,Yes,Yes,Yes,50.0,750.0,,,,,1.0,1.0,1021.5,No,1.0,,
64297028,1,64297,2010-11-04,Male,1985,No,,Yes,72.0,850.0,1.0,06/02/2012,No,,,,,,,,,0.0,1.0,1124.2,Yes,48.0,,
64358028,1,64358,2010-12-21,Male,1980,Yes,No,Yes,4.0,700.0,1.0,16/01/2012,No,,No,40.0,500.0,,,,,0.0,0.0,0.0,No,,,
64067019,2,64067,2010-10-14,Male,1992,No,,,,,1.0,07/02/2012,No,,,,,course did this,course did this,course did this,ISKUR,1.0,0.0,0.0,,,,
67289060,1,67289,2010-12-24,Female,1975,No,,,,,1.0,03/02/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,1.0,1021.5,Yes,60.0,,
65753033,1,65753,2010-10-26,Male,1988,No,,,,,1.0,07/02/2012,No,,,,,course did this,course did this,course did this,ISKUR,0.0,0.0,0.0,Yes,65.0,,
64247019,2,64247,2010-11-01,Female,1990,No,,Yes,48.0,600.0,1.0,23/01/2012,Yes,Yes,Yes,24.0,400.0,,,,,1.0,0.0,0.0,,,,
67700013,2,67700,2010-12-24,Male,1982,No,,Yes,8.0,800.0,1.0,09/01/2012,Yes,No,Yes,48.0,850.0,,,,,0.0,0.0,0.0,,,,
64247023,1,64247,2010-11-01,Female,1976,No,,No,63.0,650.0,1.0,26/01/2012,No,,No,54.0,99999.0,course did this,course did this,course did this,ISKUR,0.0,1.0,1021.5,Yes,80.0,,
67700009,2,67700,2010-12-31,Male,1984,No,,No,48.0,1000.0,1.0,24/01/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
65358001,2,65358,2011-01-05,Female,1966,No,,,,,1.0,31/01/2012,No,,No,56.0,500.0,,,,,0.0,0.0,0.0,,,,
68232019,2,68232,2010-12-02,Male,1987,No,,No,25.0,450.0,1.0,04/02/2012,No,,Yes,50.0,750.0,,,,,1.0,1.0,1366.2,,,,
64263033,1,64263,2010-11-09,Female,1971,No,,,,,1.0,06/02/2012,No,,,,,course did not do this,course did this,course did not do this,ISKUR,0.0,0.0,0.0,Yes,53.0,,
68444008,2,68444,2010-12-20,Male,1964,Yes,No,Yes,40.0,1500.0,1.0,30/01/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
67577011,2,67577,2010-11-23,Male,1986,No,,No,16.0,160.0,1.0,24/01/2012,Yes,No,Yes,40.0,1050.0,,,,,1.0,0.0,0.0,,,,
68097009,2,68097,2010-12-25,Female,1990,No,,No,66.0,200.0,1.0,08/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
65358038,2,65358,2010-10-13,Female,1974,No,,,,,1.0,19/02/2012,No,,,,,,,,,0.0,0.0,0.0,,,,
68097055,1,68097,2010-12-02,Female,1992,No,,,,,1.0,01/03/2012,No,,No,48.0,200.0,,,,,0.0,0.0,0.0,No,,,
