id,grup,sehir,cinsiyet,dogum_yili,egitim_seviye,baseline_son_4_hafta_gelir,baseline_hafta_20+_calisma,baseline_sgk_kaydi,baseline_haftalik_calisma_saat_ort,baseline_aylik_gelir_ort
65480009,Kontrol,Kirikkale,Erkek,1991.0,Meslek Yuksekokulu,0.0,,,,
64295020,Kontrol,Manisa,Kadin,1980.0,Lise (Lise),0.0,,1.0,48.0,800.0
64248029,Deney,Izmir,Kadin,1987.0,Universite - Lisans Derecesi,0.0,,1.0,50.0,600.0
65686007,Kontrol,Gaziantep,,,,,,,,
61177029,Deney,Kayseri,Kadin,1981.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,60.0,700.0
65459011,Kontrol,Tekirdag,Erkek,1983.0,Lise (Lise),0.0,,,,
65749036,Deney,Eskisehir,Erkek,1982.0,Lise (Lise),1.0,0.0,0.0,30.0,1000.0
67577025,Kontrol,Istanbul,Kadin,1992.0,Lise (Lise),0.0,,,,
67845022,Kontrol,Istanbul,Kadin,1992.0,Lise (Lise),0.0,,0.0,60.0,450.0
65984066,Deney,Hatay,Kadin,1977.0,Ilkokul (5 Yil),0.0,,,,
67289074,Deney,Ankara,Kadin,1971.0,Lise (Lise),0.0,,,,
67460041,Deney,Istanbul,Kadin,1986.0,Ilkokul (5 Yil),0.0,,,,
65497018,Deney,Kirikkale,Erkek,1983.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
65461022,Deney,Tekirdag,Erkek,1970.0,Ilkokul (5 Yil),1.0,1.0,1.0,80.0,1000.0
65476016,Kontrol,Eskisehir,Erkek,1984.0,Meslek Yuksekokulu,0.0,,1.0,100.0,900.0
64364010,Kontrol,Sakarya,Erkek,1987.0,Lise (Lise),1.0,1.0,0.0,48.0,600.0
65882013,Kontrol,Usak,Kadin,1969.0,Meslek Yuksekokulu,0.0,,1.0,48.0,
64357034,Kontrol,Trabzon,Erkek,1989.0,Lise (Lise),0.0,,1.0,48.0,750.0
64346019,Kontrol,Kocaeli,Kadin,1982.0,Meslek Yuksekokulu,0.0,,,,
60984011,Kontrol,Istanbul,,,,,,,,
65687013,Kontrol,Gaziantep,Kadin,1980.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,25.0,750.0
65358200,Deney,Mus,,,,,,,,
65358003,Kontrol,Mus,,,,,,,,
65473028,Deney,Tekirdag,Kadin,1982.0,Lise (Lise),0.0,,1.0,66.0,580.0
64281029,Deney,Izmir,Kadin,1987.0,Universite - Lisans Derecesi,0.0,,1.0,72.0,400.0
66922034,Kontrol,Ankara,Kadin,1988.0,Lise (Lise),0.0,,0.0,60.0,600.0
64343004,Kontrol,Kocaeli,Kadin,1991.0,Lise (Lise),0.0,,0.0,60.0,670.0
67803044,Deney,Istanbul,Erkek,1982.0,Ortaokul/ Ortaokul (8 Yil),1.0,0.0,0.0,72.0,600.0
66837002,Kontrol,Antalya,Erkek,1990.0,Lise (Lise),1.0,0.0,1.0,60.0,400.0
63066010,Kontrol,Istanbul,Erkek,1987.0,Lise (Lise),0.0,,1.0,30.0,800.0
67700020,Kontrol,Istanbul,Kadin,1984.0,Meslek Yuksekokulu,0.0,,0.0,40.0,650.0
65476050,Deney,Eskisehir,Erkek,1984.0,Lise (Lise),0.0,,1.0,40.0,1100.0
64372009,Kontrol,Sakarya,Erkek,1993.0,Ortaokul/ Ortaokul (8 Yil),1.0,1.0,0.0,54.0,260.0
63066046,Deney,Istanbul,Kadin,1987.0,Meslek Yuksekokulu,1.0,1.0,1.0,8.0,650.0
68119030,Deney,Denizli,Erkek,1984.0,Meslek Yuksekokulu,0.0,,1.0,48.0,500.0
68304038,Kontrol,Hatay,Kadin,1986.0,Lise (Lise),0.0,,0.0,72.0,200.0
67460030,Deney,Istanbul,Kadin,1990.0,Meslek Yuksekokulu,0.0,,1.0,72.0,550.0
67573032,Deney,Istanbul,Kadin,1974.0,Ilkokul (5 Yil),0.0,,,,
67573026,Deney,Istanbul,Erkek,1989.0,2 Yillik Yuksek Ogrenim,0.0,,,,
67805007,Kontrol,Istanbul,,,,,,,,
67826017,Kontrol,Istanbul,Kadin,1984.0,Ilkokul (5 Yil),0.0,,,,
64358028,Deney,Trabzon,Erkek,1980.0,Ortaokul/ Ortaokul (8 Yil),1.0,0.0,1.0,4.0,700.0
67799001,Kontrol,Istanbul,Erkek,1981.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,40.0,1050.0
65358015,Kontrol,Mus,Kadin,1976.0,Ilkokul (5 Yil),0.0,,,,
66086035,Deney,Eskisehir,Kadin,1989.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,72.0,600.0
64347024,Deney,Trabzon,,,,,,,,
66303018,Deney,Usak,Kadin,1988.0,2 Yillik Yuksek Ogrenim,0.0,,,,
65984040,Kontrol,Hatay,Kadin,1972.0,Ilkokul (5 Yil),0.0,,,,
60983008,Kontrol,Istanbul,Erkek,1991.0,Lise (Lise),0.0,,0.0,80.0,400.0
64373023,Deney,Sakarya,Kadin,1975.0,Universite - Lisans Derecesi,0.0,,,,
65984102,Deney,Hatay,Kadin,1965.0,Lise (Lise),0.0,,0.0,60.0,360.0
68449035,Deney,Istanbul,Erkek,1994.0,Ortaokul/ Ortaokul (8 Yil),1.0,0.0,,,
68301020,Kontrol,Hatay,Erkek,1981.0,Lise (Lise),0.0,,,,
64247035,Deney,Izmir,Kadin,1986.0,Meslek Yuksekokulu,0.0,,1.0,50.0,700.0
68158019,Kontrol,Ankara,Kadin,1974.0,2 Yillik Yuksek Ogrenim,0.0,,,,
64068002,Kontrol,Elazig,Erkek,1980.0,Lise (Lise),0.0,,1.0,45.0,600.0
67034006,Kontrol,Ankara,Erkek,1983.0,Universite - Lisans Derecesi,0.0,,1.0,72.0,750.0
65493014,Kontrol,Eskisehir,Erkek,1991.0,Meslek Yuksekokulu,0.0,,,,
67703024,Deney,Ankara,Kadin,1985.0,Universite - Lisans Derecesi,0.0,,,,
64244030,Deney,Izmir,Kadin,1985.0,Lise (Lise),0.0,,,,
64273028,Deney,Isparta,Kadin,1988.0,2 Yillik Yuksek Ogrenim,0.0,,,,
64330002,Kontrol,Kocaeli,Erkek,1988.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0.0,72.0,650.0
65686020,Kontrol,Gaziantep,Kadin,1987.0,Lise (Lise),0.0,,0.0,84.0,500.0
64068009,Kontrol,Elazig,,,,,,,,
65476011,Kontrol,Eskisehir,Kadin,1983.0,Meslek Yuksekokulu,0.0,,1.0,18.0,500.0
68119017,Kontrol,Denizli,,,,,,,,
64283033,Deney,Kocaeli,Kadin,1990.0,Lise (Lise),1.0,0.0,,,
65232012,Deney,Duzce,Erkek,1992.0,Lise (Lise),0.0,,0.0,48.0,550.0
68232004,Kontrol,Eskisehir,Kadin,1992.0,Meslek Yuksekokulu,0.0,,1.0,70.0,599.0
66264009,Kontrol,Kayseri,Erkek,1970.0,Ilkokul (5 Yil),0.0,,1.0,45.0,544.0
67573016,Kontrol,Istanbul,Erkek,1985.0,Ortaokul/ Ortaokul (8 Yil),1.0,0.0,1.0,48.0,675.0
65493021,Kontrol,Eskisehir,Erkek,1982.0,Meslek Yuksekokulu,0.0,,1.0,20.0,300.0
65882037,Deney,Usak,Erkek,1971.0,Lise (Lise),0.0,,1.0,48.0,650.0
64330013,Kontrol,Kocaeli,Kadin,1985.0,Universite - Lisans Derecesi,0.0,,,,
68304019,Kontrol,Hatay,Erkek,1977.0,Lise (Lise),0.0,,,,
65043023,Kontrol,Erzurum,Erkek,1982.0,Lise (Lise),0.0,,,,
65293008,Kontrol,Denizli,Kadin,1971.0,Ilkokul (5 Yil),1.0,0.0,0.0,10.0,200.0
65984058,Kontrol,Hatay,Kadin,1976.0,Ilkokul (5 Yil),0.0,,1.0,56.0,750.0
62617007,Kontrol,Kayseri,Erkek,1989.0,Meslek Yuksekokulu,0.0,,,,
65984026,Kontrol,Hatay,Kadin,1978.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
67803024,Kontrol,Istanbul,Kadin,1985.0,Lise (Lise),0.0,,0.0,55.0,800.0
64209043,Deney,Manisa,Erkek,1989.0,Meslek Yuksekokulu,1.0,0.0,0.0,48.0,9998.0
65987003,Kontrol,Hatay,Erkek,1983.0,Meslek Yuksekokulu,0.0,,0.0,60.0,600.0
66086007,Kontrol,Eskisehir,,,,,,,,
65211029,Deney,Denizli,Kadin,1980.0,Lise (Lise),0.0,,1.0,60.0,380.0
65358056,Kontrol,Mus,Kadin,1976.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
67845014,Kontrol,Istanbul,,,,,,,,
64354015,Kontrol,Kocaeli,Kadin,1978.0,Ilkokul (5 Yil),1.0,0.0,1.0,70.0,365.0
64297026,Deney,Manisa,Erkek,1989.0,Meslek Yuksekokulu,1.0,0.0,1.0,78.0,600.0
64336030,Deney,Kocaeli,Kadin,1980.0,Meslek Yuksekokulu,0.0,,,,
65984047,Kontrol,Hatay,Kadin,1966.0,Ilkokul (5 Yil),0.0,,,,
67826001,Kontrol,Istanbul,Erkek,1974.0,Lise (Lise),0.0,,1.0,66.0,750.0
64352020,Kontrol,Kocaeli,Kadin,1978.0,Meslek Yuksekokulu,0.0,,1.0,60.0,550.0
66451021,Kontrol,Diyarbakir,Kadin,1987.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
64247020,Kontrol,Izmir,Kadin,1982.0,Lise (Lise),0.0,,1.0,40.0,1200.0
64373004,Kontrol,Sakarya,Erkek,1982.0,Universite - Lisans Derecesi,0.0,,,,
60409019,Kontrol,Istanbul,,,,,,,,
64262032,Deney,Bayburt,Kadin,1979.0,Universite - Lisans Derecesi,0.0,,,,
68302065,Deney,Hatay,Erkek,1988.0,2 Yillik Yuksek Ogrenim,1.0,0.0,1.0,89.0,600.0
64068033,Deney,Elazig,,,,,,,,
65476021,Kontrol,Eskisehir,,,,,,,,
65986033,Deney,Hatay,Kadin,1986.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,40.0,400.0
64263035,Deney,Bayburt,Kadin,1977.0,Ilkokul (5 Yil),0.0,,,,
68304063,Deney,Hatay,Kadin,1977.0,Lise (Lise),0.0,,,,
60409050,Deney,Istanbul,Erkek,1978.0,Meslek Yuksekokulu,0.0,,1.0,50.0,2000.0
65042007,Kontrol,Erzurum,,,,,,,,
65358122,Deney,Mus,Kadin,1979.0,Ilkokul (5 Yil),0.0,,,,
64343022,Deney,Kocaeli,Kadin,1974.0,,0.0,,,,
65493043,Deney,Eskisehir,Kadin,1978.0,Universite - Lisans Derecesi,0.0,,1.0,45.0,450.0
64068013,Kontrol,Elazig,Erkek,1992.0,Lise (Lise),0.0,,,,
61177004,Kontrol,Kayseri,Kadin,1982.0,Meslek Yuksekokulu,0.0,,1.0,72.0,300.0
68402047,Deney,Istanbul,Kadin,1993.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
64372022,Deney,Sakarya,Erkek,1995.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
68233002,Kontrol,Eskisehir,Kadin,1982.0,Meslek Yuksekokulu,1.0,1.0,0.0,63.0,300.0
65987041,Deney,Hatay,Erkek,1985.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,63.0,500.0
68302017,Kontrol,Hatay,Kadin,1981.0,Meslek Yuksekokulu,0.0,,1.0,48.0,675.0
60409015,Kontrol,Istanbul,Kadin,1992.0,Lise (Lise),1.0,1.0,1.0,60.0,680.0
65984107,Deney,Hatay,Kadin,1971.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
59026029,Deney,Isparta,Kadin,1978.0,Ilkokul (5 Yil),0.0,,,,
64244015,Kontrol,Izmir,Erkek,1967.0,Ilkokul (5 Yil),1.0,0.0,1.0,65.0,750.0
65358156,Deney,Mus,Kadin,1979.0,Ilkokul (5 Yil),0.0,,,,
65358190,Deney,Mus,Kadin,1977.0,Meslek Yuksekokulu,0.0,,,,
65294018,Kontrol,Denizli,Kadin,1986.0,Universite - Lisans Derecesi,0.0,,,,
64373009,Kontrol,Sakarya,Erkek,1989.0,2 Yillik Yuksek Ogrenim,1.0,1.0,0.0,9.0,9998.0
64263013,Kontrol,Bayburt,Kadin,1965.0,Ilkokul (5 Yil),0.0,,,,
65043037,Deney,Erzurum,,,,,,,,
66264003,Kontrol,Kayseri,Erkek,1975.0,Ilkokul (5 Yil),0.0,,1.0,48.0,800.0
64338034,Deney,Kocaeli,Erkek,1966.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
66451050,Deney,Diyarbakir,Kadin,1976.0,Lise (Lise),0.0,,1.0,60.0,5.0
68119029,Deney,Denizli,Kadin,1985.0,2 Yillik Yuksek Ogrenim,0.0,,,,
64263004,Kontrol,Bayburt,Kadin,1987.0,Lise (Lise),0.0,,,,
68449038,Deney,Istanbul,Erkek,1988.0,Lise (Lise),0.0,,0.0,55.0,700.0
67845047,Deney,Istanbul,Kadin,1987.0,Lise (Lise),0.0,,,,
63066003,Kontrol,Istanbul,Kadin,1978.0,Universite - Lisans Derecesi,0.0,,0.0,63.0,680.0
67845008,Kontrol,Istanbul,Kadin,1984.0,Lise (Lise),0.0,,1.0,50.0,400.0
64298017,Kontrol,Manisa,Erkek,1976.0,Ilkokul (5 Yil),0.0,,1.0,48.0,600.0
65240101,Deney,Kayseri,Kadin,1985.0,Lise (Lise),0.0,,1.0,48.0,550.0
67683002,Kontrol,Istanbul,Kadin,1969.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0.0,48.0,9999.0
64067012,Kontrol,Elazig,Kadin,1978.0,Universite - Yuksek Lisans Derecesi Veya Daha Fazlasi,0.0,,1.0,24.0,650.0
65358087,Kontrol,Mus,Kadin,1992.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
64296045,Deney,Manisa,Kadin,1982.0,Meslek Yuksekokulu,0.0,,0.0,48.0,400.0
64345006,Kontrol,Kocaeli,,,,,,,,
64357072,Deney,Trabzon,Kadin,1986.0,Lise (Lise),0.0,,1.0,55.0,800.0
64236009,Kontrol,Istanbul,Erkek,1984.0,Universite - Lisans Derecesi,0.0,,,,
63066037,Deney,Istanbul,Kadin,1971.0,Lise (Lise),0.0,,1.0,40.0,500.0
64067041,Deney,Elazig,Erkek,1992.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0.0,60.0,1000.0
65358024,Kontrol,Mus,Kadin,1976.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,84.0,200.0
64284028,Deney,Izmir,Kadin,1975.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,78.0,500.0
64357078,Deney,Trabzon,Erkek,1990.0,Lise (Lise),1.0,0.0,,,
64344001,Kontrol,Kocaeli,Kadin,1986.0,Lise (Lise),0.0,,,,
67843023,Kontrol,Istanbul,Kadin,1990.0,2 Yillik Yuksek Ogrenim,0.0,,,,
65984064,Deney,Hatay,Kadin,1970.0,Ilkokul (5 Yil),0.0,,,,
65179018,Deney,Duzce,Erkek,1976.0,Meslek Yuksekokulu,0.0,,1.0,77.0,1250.0
67683031,Deney,Istanbul,Kadin,1982.0,Meslek Yuksekokulu,0.0,,0.0,50.0,700.0
64373016,Kontrol,Sakarya,,,,,,,,
64260036,Deney,Bayburt,Kadin,1975.0,Ilkokul (5 Yil),0.0,,,,
64330014,Kontrol,Kocaeli,Erkek,1993.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0.0,50.0,500.0
66264002,Kontrol,Kayseri,,,,,,,,
64262019,Kontrol,Bayburt,Kadin,1958.0,Ilkokul (5 Yil),0.0,,,,
66303005,Kontrol,Usak,Kadin,1984.0,Meslek Yuksekokulu,0.0,,1.0,60.0,700.0
65496007,Kontrol,Kirikkale,Erkek,1990.0,Meslek Yuksekokulu,1.0,0.0,,,
65358094,Kontrol,Mus,Kadin,1988.0,Lise (Lise),0.0,,,,
67683019,Kontrol,Istanbul,Kadin,1970.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0.0,120.0,750.0
67460050,Deney,Istanbul,Erkek,1992.0,Meslek Yuksekokulu,0.0,,,,
65476012,Kontrol,Eskisehir,Erkek,1988.0,Universite - Lisans Derecesi,1.0,1.0,0.0,66.0,550.0
64273001,Kontrol,Isparta,Erkek,1984.0,2 Yillik Yuksek Ogrenim,0.0,,,,
67289021,Kontrol,Ankara,,,,,,,,
67579034,Deney,Istanbul,,,,,,,,
66837035,Deney,Antalya,Kadin,1992.0,Ilkokul (5 Yil),0.0,,0.0,78.0,200.0
64263029,Deney,Bayburt,Kadin,1957.0,Ilkokul (5 Yil),0.0,,,,
65986029,Deney,Hatay,Erkek,1985.0,Universite - Lisans Derecesi,0.0,,,,
64295019,Kontrol,Manisa,Kadin,1990.0,Lise (Lise),0.0,,1.0,72.0,554.0
65232006,Kontrol,Duzce,Erkek,1985.0,Lise (Lise),0.0,,1.0,48.0,750.0
65686025,Deney,Gaziantep,Erkek,1984.0,Universite - Lisans Derecesi,0.0,,0.0,60.0,750.0
64373001,Kontrol,Sakarya,Erkek,1974.0,Meslek Yuksekokulu,0.0,,0.0,70.0,670.0
68232040,Deney,Eskisehir,Kadin,1991.0,Meslek Yuksekokulu,0.0,,0.0,24.0,100.0
65497010,Kontrol,Kirikkale,Erkek,1987.0,Lise (Lise),0.0,,,,
65749016,Kontrol,Eskisehir,Kadin,1988.0,Lise (Lise),0.0,,1.0,60.0,560.0
65473007,Kontrol,Tekirdag,Erkek,1984.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,42.0,350.0
64264003,Kontrol,Isparta,Erkek,1990.0,2 Yillik Yuksek Ogrenim,1.0,0.0,0.0,56.0,450.0
64248023,Deney,Izmir,Kadin,1988.0,2 Yillik Yuksek Ogrenim,1.0,0.0,1.0,60.0,600.0
64336033,Deney,Kocaeli,Kadin,1979.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
68386027,Deney,Istanbul,Kadin,1972.0,Ilkokul (5 Yil),0.0,,1.0,60.0,600.0
67843016,Kontrol,Istanbul,Erkek,1990.0,Meslek Yuksekokulu,0.0,,0.0,48.0,500.0
66382019,Kontrol,Diyarbakir,Erkek,1989.0,Lise (Lise),0.0,,,,
67683048,Deney,Istanbul,Kadin,1956.0,Ortaokul/ Ortaokul (8 Yil),1.0,1.0,1.0,9.0,800.0
65473023,Deney,Tekirdag,Kadin,1985.0,2 Yillik Yuksek Ogrenim,0.0,,,,
64263045,Deney,Bayburt,,,,,,,,
65179030,Deney,Duzce,,,,,,,,
65481017,Deney,Kirikkale,Erkek,1986.0,Lise (Lise),1.0,0.0,1.0,40.0,550.0
68097068,Deney,Ankara,Erkek,1972.0,Lise (Lise),0.0,,1.0,56.0,1000.0
64357031,Kontrol,Trabzon,Kadin,1986.0,Lise (Lise),0.0,,0.0,72.0,600.0
65986013,Kontrol,Hatay,Erkek,1984.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,48.0,520.0
66382009,Kontrol,Diyarbakir,Erkek,1990.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
61177016,Kontrol,Kayseri,Erkek,1986.0,Lise (Lise),0.0,,0.0,50.0,400.0
64281013,Kontrol,Izmir,Kadin,1988.0,2 Yillik Yuksek Ogrenim,0.0,,,,
61177032,Deney,Kayseri,Kadin,1978.0,Meslek Yuksekokulu,0.0,,1.0,48.0,450.0
65988038,Deney,Hatay,Kadin,1981.0,Universite - Lisans Derecesi,0.0,,1.0,54.0,900.0
67289057,Deney,Ankara,Kadin,1983.0,Lise (Lise),0.0,,0.0,72.0,600.0
60409014,Kontrol,Istanbul,,,,,,,,
68304051,Deney,Hatay,Erkek,1992.0,Meslek Yuksekokulu,0.0,,,,
68304005,Kontrol,Hatay,Kadin,1992.0,Lise (Lise),0.0,,,,
65686029,Deney,Gaziantep,Kadin,1985.0,Universite - Lisans Derecesi,0.0,,1.0,30.0,790.0
64357064,Deney,Trabzon,Kadin,1981.0,Meslek Yuksekokulu,0.0,,1.0,48.0,600.0
66303017,Deney,Usak,Kadin,1989.0,2 Yillik Yuksek Ogrenim,0.0,,,,
66542020,Kontrol,Usak,Kadin,1981.0,Lise (Lise),0.0,,1.0,70.0,700.0
66382022,Kontrol,Diyarbakir,Erkek,1991.0,Lise (Lise),0.0,,,,
67573003,Kontrol,Istanbul,Erkek,1979.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,45.0,380.0
68302055,Deney,Hatay,Kadin,1990.0,Lise (Lise),0.0,,1.0,18.0,4750.0
65042030,Deney,Erzurum,Kadin,1988.0,Lise (Lise),0.0,,0.0,72.0,
65473009,Kontrol,Tekirdag,Erkek,1989.0,Meslek Yuksekokulu,0.0,,0.0,90.0,1000.0
68444030,Deney,Istanbul,Kadin,1993.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
65240071,Deney,Kayseri,,,,,,,,
68444049,Deney,Istanbul,,,,,,,,
67842041,Deney,Istanbul,Kadin,1988.0,Meslek Yuksekokulu,1.0,0.0,0.0,30.0,500.0
65493037,Deney,Eskisehir,Erkek,1983.0,Lise (Lise),0.0,,1.0,48.0,600.0
64392030,Deney,Sakarya,Erkek,1970.0,Ilkokul (5 Yil),0.0,,,,
67460011,Kontrol,Istanbul,Kadin,1979.0,Meslek Yuksekokulu,0.0,,0.0,72.0,450.0
64358024,Deney,Trabzon,Erkek,1986.0,Lise (Lise),1.0,0.0,0.0,75.0,210.0
64298004,Kontrol,Manisa,Erkek,1980.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,70.0,780.0
65686038,Deney,Gaziantep,Kadin,1986.0,Universite - Lisans Derecesi,0.0,,1.0,24.0,400.0
64186039,Deney,Istanbul,,,,,,,,
65459022,Deney,Tekirdag,,,,,,,,
65459014,Kontrol,Tekirdag,Kadin,1977.0,Universite - Lisans Derecesi,0.0,,1.0,66.0,700.0
64260022,Kontrol,Bayburt,Kadin,1971.0,Ilkokul (5 Yil),0.0,,,,
67826037,Deney,Istanbul,,,,,,,,
64263047,Deney,Bayburt,Kadin,1989.0,Lise (Lise),0.0,,,,
64330019,Kontrol,Kocaeli,Kadin,1987.0,Lise (Lise),1.0,1.0,0.0,72.0,600.0
64337008,Kontrol,Kocaeli,Kadin,1965.0,Ilkokul (5 Yil),1.0,0.0,,,
64297034,Deney,Manisa,Erkek,1990.0,2 Yillik Yuksek Ogrenim,0.0,,,,
64247011,Kontrol,Izmir,Erkek,1992.0,Lise (Lise),0.0,,,,
67845033,Deney,Istanbul,Erkek,1972.0,Universite - Lisans Derecesi,0.0,,1.0,50.0,1200.0
64260024,Kontrol,Bayburt,Kadin,1986.0,Ilkokul (5 Yil),0.0,,,,
66891022,Kontrol,Antalya,Kadin,1976.0,Lise (Lise),0.0,,0.0,30.0,600.0
65358109,Deney,Mus,,,,,,,,
65042036,Deney,Erzurum,Kadin,1985.0,Lise (Lise),0.0,,,,
66451010,Kontrol,Diyarbakir,Kadin,1978.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
65358114,Deney,Mus,,,,,,,,
65753032,Deney,Eskisehir,,,,,,,,
65984024,Kontrol,Hatay,Kadin,1974.0,Ilkokul (5 Yil),1.0,0.0,,,
66451040,Deney,Diyarbakir,Kadin,1979.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,56.0,600.0
65753012,Kontrol,Eskisehir,Kadin,1987.0,Meslek Yuksekokulu,0.0,,,,
65042012,Kontrol,Erzurum,Kadin,1986.0,Lise (Lise),0.0,,,,
64431003,Kontrol,Kayseri,Erkek,1983.0,Universite - Lisans Derecesi,0.0,,1.0,50.0,950.0
65459026,Deney,Tekirdag,Kadin,1985.0,Universite - Lisans Derecesi,0.0,,,,
67842034,Deney,Istanbul,Erkek,1979.0,Meslek Yuksekokulu,0.0,,1.0,48.0,770.0
65687003,Kontrol,Gaziantep,Kadin,1991.0,Lise (Lise),0.0,,,,
64431051,Deney,Kayseri,Erkek,1986.0,Lise (Lise),0.0,,1.0,45.0,500.0
64186004,Kontrol,Istanbul,,,,,,,,
63066034,Deney,Istanbul,Erkek,1990.0,Lise (Lise),0.0,,0.0,55.0,550.0
68097007,Kontrol,Ankara,Kadin,1985.0,2 Yillik Yuksek Ogrenim,0.0,,,,
67700008,Kontrol,Istanbul,Erkek,1977.0,Lise (Lise),0.0,,,,
68233027,Deney,Eskisehir,Erkek,1987.0,Lise (Lise),0.0,,1.0,48.0,900.0
68158040,Kontrol,Ankara,,,,,,,,
64174011,Kontrol,Istanbul,Kadin,1968.0,Lise (Lise),0.0,,1.0,45.0,1000.0
64295010,Kontrol,Manisa,Kadin,1987.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,20.0,380.0
65042046,Deney,Erzurum,Kadin,1986.0,2 Yillik Yuksek Ogrenim,0.0,,,,
63066030,Deney,Istanbul,,,,,,,,
65459008,Kontrol,Tekirdag,Kadin,1984.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,50.0,650.0
67826009,Kontrol,Istanbul,,,,,,,,
64347007,Kontrol,Trabzon,Erkek,1987.0,Lise (Lise),0.0,,0.0,24.0,320.0
68405001,Kontrol,Istanbul,Kadin,1984.0,Ortaokul/ Ortaokul (8 Yil),0.0,,,,
65987014,Kontrol,Hatay,Kadin,1984.0,Meslek Yuksekokulu,0.0,,,,
68386026,Deney,Istanbul,Kadin,1988.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,60.0,420.0
68386025,Kontrol,Istanbul,Kadin,1981.0,Ilkokul (5 Yil),0.0,,0.0,72.0,350.0
64262039,Deney,Bayburt,Kadin,1979.0,Ilkokul (5 Yil),0.0,,,,
65481019,Deney,Kirikkale,Erkek,1989.0,Lise (Lise),0.0,,,,
65358168,Deney,Mus,,,,,,,,
64352032,Deney,Kocaeli,Kadin,1972.0,Lise (Lise),0.0,,,,
68441032,Deney,Istanbul,Kadin,1986.0,Lise (Lise),0.0,,1.0,40.0,1500.0
62617014,Kontrol,Kayseri,,,,,,,,
65753018,Kontrol,Eskisehir,Kadin,1987.0,2 Yillik Yuksek Ogrenim,0.0,,1.0,24.0,300.0
68441042,Deney,Istanbul,Kadin,1994.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,24.0,100.0
65882006,Kontrol,Usak,Kadin,1992.0,Meslek Yuksekokulu,0.0,,0.0,72.0,160.0
67407015,Kontrol,Istanbul,,,,,,,,
64068006,Kontrol,Elazig,Erkek,1990.0,Meslek Yuksekokulu,0.0,,,,
65480014,Kontrol,Kirikkale,Erkek,1975.0,Meslek Yuksekokulu,0.0,,1.0,54.0,700.0
64336002,Kontrol,Kocaeli,,,,,,,,
67845004,Kontrol,Istanbul,Kadin,1990.0,Lise (Lise),0.0,,1.0,55.0,420.0
63066009,Kontrol,Istanbul,,,,,,,,
64346032,Deney,Kocaeli,Kadin,1984.0,Lise (Lise),0.0,,,,
64337020,Kontrol,Kocaeli,Kadin,1987.0,Ortaokul/ Ortaokul (8 Yil),0.0,,0.0,72.0,330.0
66542024,Deney,Usak,Kadin,1992.0,Lise (Lise),0.0,,0.0,60.0,200.0
67032038,Kontrol,Ankara,Kadin,1990.0,Meslek Yuksekokulu,0.0,,0.0,50.0,700.0
64186033,Deney,Istanbul,Kadin,1982.0,2 Yillik Yuksek Ogrenim,0.0,,0.0,48.0,600.0
64358032,Deney,Trabzon,Erkek,1976.0,Meslek Yuksekokulu,0.0,,1.0,66.0,550.0
60409006,Kontrol,Istanbul,Erkek,1985.0,2 Yillik Yuksek Ogrenim,0.0,,,,
65461002,Kontrol,Tekirdag,Erkek,1979.0,Ortaokul/ Ortaokul (8 Yil),0.0,,1.0,50.0,650.0
64347021,Deney,Trabzon,Erkek,1987.0,Lise (Lise),0.0,,1.0,72.0,600.0
68441021,Kontrol,Istanbul,Kadin,1975.0,Lise (Lise),0.0,,1.0,48.0,450.0
